Date,Open,High,Low,Close,Adj Close,Volume
2013-12-02,38.330002,38.860001,38.000000,38.549999,32.928612,936400
2013-12-03,38.330002,38.990002,38.299999,38.880001,33.210487,946600
2013-12-04,38.650002,38.930000,38.139999,38.470001,32.860260,868800
2013-12-05,38.230000,38.349998,37.790001,37.980000,32.441715,772000
2013-12-06,38.250000,38.650002,38.200001,38.590000,32.962761,1291400
2013-12-09,38.759998,38.849998,38.360001,38.529999,32.911522,655500
2013-12-10,38.270000,38.830002,37.970001,38.160000,32.774105,1102500
2013-12-11,38.330002,38.400002,37.790001,37.869999,32.525040,524500
2013-12-12,37.799999,38.180000,37.759998,37.950001,32.593750,688800
2013-12-13,38.939999,38.970001,38.419998,38.580002,33.134827,1337200
2013-12-16,38.759998,38.930000,38.480000,38.799999,33.323772,843000
2013-12-17,38.869999,38.869999,38.380001,38.619999,33.169182,705900
2013-12-18,38.650002,39.049999,38.200001,39.029999,33.521328,628600
2013-12-19,39.200001,39.250000,38.900002,38.959999,33.461197,511700
2013-12-20,39.070000,39.790001,38.860001,39.759998,34.148281,1112200
2013-12-23,39.900002,40.000000,39.560001,39.650002,34.053802,548000
2013-12-24,39.730000,40.000000,39.730000,39.939999,34.302860,198300
2013-12-26,39.950001,39.990002,39.630001,39.750000,34.139698,433500
2013-12-27,39.770000,39.939999,39.730000,39.750000,34.139698,332200
2013-12-30,39.790001,39.799999,39.480000,39.599998,34.010864,630900
2013-12-31,39.650002,39.730000,39.389999,39.520000,33.942150,571700
2014-01-02,39.529999,39.610001,39.080002,39.290001,33.744625,660500
2014-01-03,39.410000,39.660000,39.369999,39.490002,33.916393,755400
2014-01-06,39.650002,39.779999,39.500000,39.599998,34.010864,642800
2014-01-07,39.599998,39.810001,38.709999,39.240002,33.701672,2341900
2014-01-08,39.279999,39.279999,37.119999,38.439999,33.014584,4537900
2014-01-09,38.689999,38.799999,37.950001,38.389999,32.971638,2285800
2014-01-10,38.500000,38.590000,38.200001,38.430000,33.005997,1126400
2014-01-13,38.480000,38.740002,38.029999,38.240002,32.842815,1092100
2014-01-14,38.320000,38.509998,38.090000,38.480000,33.048943,632900
2014-01-15,38.599998,38.700001,38.400002,38.570000,33.126244,481000
2014-01-16,38.450001,38.599998,38.349998,38.480000,33.048943,497600
2014-01-17,38.369999,38.480000,38.189999,38.430000,33.005997,692800
2014-01-21,38.660000,38.810001,38.099998,38.279999,32.877171,525800
2014-01-22,38.369999,38.650002,38.330002,38.540001,33.100471,601700
2014-01-23,38.480000,38.480000,37.759998,38.009998,32.645267,993100
2014-01-24,37.750000,37.919998,36.680000,36.709999,31.528755,1001500
2014-01-27,36.750000,36.980000,36.259998,36.259998,31.142265,833500
2014-01-28,36.340000,36.610001,36.279999,36.490002,31.339804,564200
2014-01-29,36.279999,36.560001,35.910000,36.099998,31.004852,796100
2014-01-30,36.480000,36.830002,36.340000,36.810001,31.614641,486900
2014-01-31,36.459999,36.580002,35.889999,36.290001,31.168037,941300
2014-02-03,36.310001,36.619999,34.939999,35.279999,30.300587,1497200
2014-02-04,35.419998,35.779999,35.070000,35.730000,30.687073,935600
2014-02-05,35.570000,35.700001,35.060001,35.540001,30.523903,473900
2014-02-06,35.730000,36.580002,35.250000,36.119999,31.022034,837200
2014-02-07,36.200001,37.209999,36.200001,37.189999,31.940998,816400
2014-02-10,37.070000,37.150002,36.709999,36.970001,31.752060,809100
2014-02-11,37.029999,37.330002,36.750000,37.160000,31.915243,613600
2014-02-12,37.150002,37.340000,36.959999,37.270000,32.009724,520200
2014-02-13,36.990002,37.279999,36.830002,37.110001,31.872286,439600
2014-02-14,36.970001,37.320000,36.740002,37.279999,32.018307,539600
2014-02-18,37.380001,37.790001,36.919998,37.650002,32.336086,782700
2014-02-19,37.560001,37.740002,37.110001,37.250000,31.992540,826400
2014-02-20,37.070000,37.240002,36.840000,37.110001,31.872286,647600
2014-02-21,37.150002,37.209999,36.939999,37.020000,31.795004,355400
2014-02-24,36.970001,37.439999,36.910000,37.009998,31.786417,448700
2014-02-25,36.919998,37.139999,36.759998,37.060001,31.829350,553300
2014-02-26,37.169998,37.480000,36.939999,37.459999,32.172905,864600
2014-02-27,37.369999,37.680000,37.189999,37.540001,32.241623,313500
2014-02-28,37.459999,37.889999,37.459999,37.759998,32.430561,772100
2014-03-03,37.400002,38.110001,37.340000,37.889999,32.542206,1058300
2014-03-04,38.279999,38.840000,38.240002,38.830002,33.349537,806600
2014-03-05,38.720001,38.889999,38.549999,38.790001,33.315178,783900
2014-03-06,38.830002,38.910000,38.459999,38.509998,33.074707,554700
2014-03-07,38.590000,39.000000,38.509998,38.770000,33.298004,572700
2014-03-10,38.669998,38.869999,38.500000,38.560001,33.117653,444000
2014-03-11,38.549999,38.740002,38.160000,38.279999,32.877171,468000
2014-03-12,37.840000,38.130001,37.590000,38.000000,32.816719,629500
2014-03-13,38.099998,38.099998,37.220001,37.270000,32.186302,491000
2014-03-14,37.110001,37.509998,37.070000,37.230000,32.151749,569700
2014-03-17,37.340000,37.869999,37.250000,37.480000,32.367645,644600
2014-03-18,37.480000,37.880001,37.389999,37.700001,32.557632,619300
