Date,Open,High,Low,Close,Adj Close,Volume
2013-12-02,82.019997,82.309998,81.330002,81.389999,57.273521,1364900
2013-12-03,81.180000,81.580002,80.400002,80.970001,56.977955,1319000
2013-12-04,80.589996,81.180000,79.320000,80.059998,56.337582,2536700
2013-12-05,79.800003,80.339996,77.930000,79.110001,55.669075,2882200
2013-12-06,79.440002,80.059998,78.480003,79.970001,56.596203,2648900
2013-12-09,79.970001,81.830002,79.959999,81.029999,57.346386,1846200
2013-12-10,80.660004,80.949997,78.959999,79.739998,56.433430,1615700
2013-12-11,79.690002,80.239998,78.790001,78.930000,55.860168,1351900
2013-12-12,79.050003,80.129997,78.510002,80.110001,56.695286,1519900
2013-12-13,80.139999,81.860001,80.110001,81.510002,57.686081,1792000
2013-12-16,82.000000,82.959999,81.849998,82.360001,58.287640,1968200
2013-12-17,82.209999,83.059998,82.099998,82.889999,58.662735,2430700
2013-12-18,83.199997,84.709999,82.419998,84.639999,59.901241,2379700
2013-12-19,84.160004,84.699997,83.589996,83.680000,59.221840,2118300
2013-12-20,83.599998,84.410004,83.300003,83.790001,59.299694,2693400
2013-12-23,84.360001,84.430000,82.330002,83.120003,58.825523,1962700
2013-12-24,80.379997,80.459999,78.680000,80.029999,58.467545,1715300
2013-12-26,80.370003,80.779999,79.550003,79.879997,58.357941,2441800
2013-12-27,80.209999,80.209999,78.830002,78.910004,57.649315,1438400
2013-12-30,79.110001,79.180000,77.589996,78.440002,57.305935,2752800
2013-12-31,78.930000,79.459999,78.129997,78.459999,57.320522,1307600
2014-01-02,77.959999,78.750000,77.320000,77.959999,56.955254,2070900
2014-01-03,78.120003,79.550003,77.809998,79.199997,57.861168,1343300
2014-01-06,79.000000,79.970001,78.389999,78.400002,57.276714,1961200
2014-01-07,78.550003,79.080002,77.290001,77.820000,56.852955,1598100
2014-01-08,76.820000,78.040001,76.589996,77.059998,56.297745,2578400
2014-01-09,77.339996,77.800003,76.919998,77.099998,56.326962,1577700
2014-01-10,77.199997,77.480003,75.900002,76.489998,55.881302,1727400
2014-01-13,76.389999,76.410004,73.849998,74.019997,54.076805,2558300
2014-01-14,74.570000,75.449997,74.190002,75.290001,55.004635,1706000
