Date,F,CAT,DIS,MCD,KO,PEP,WMT,C,WFC,JPM,AAPL,IBM,PFE,JNJ,XOM,MRO,ED,T,VZ,NEM
2006-03,5.194413661956787,46.54402542114258,22.885251998901367,21.60384178161621,12.834870338439941,36.771934509277344,33.06571578979492,350.2513122558594,20.435440063476562,27.326324462890625,1.91524076461792,48.764984130859375,12.325231552124023,37.01016616821289,34.97916030883789,16.415157318115234,21.509931564331055,6.193572998046875,14.12593936920166,39.737342834472656
2006-04,4.599200248718262,49.24717712402344,22.942691802978516,21.73587989807129,12.862458229064941,37.05825424194336,31.51882553100586,374.26318359375,21.977611541748047,30.02416229248047,2.1494545936584473,48.688114166259766,12.528009414672852,36.628929138183594,36.25510025024414,17.102619171142578,21.322023391723633,6.102782249450684,13.861763000488281,44.69205093383789
2006-05,4.738168716430664,47.433101654052734,25.026899337768555,20.855632781982422,13.497001647949219,38.47085189819336,34.0316047668457,369.3929138183594,21.39922523498535,28.21133804321289,1.8251582384109497,47.4161491394043,11.81318473815918,37.86872863769531,35.18398666381836,16.256771087646484,22.097511291503906,6.067856311798096,13.097960472106934,39.936439514160156
2006-06,4.58596658706665,48.42792510986328,24.616621017456055,21.125991821289062,13.282461166381836,38.393924713134766,33.83493423461914,361.5255126953125,21.628145217895508,27.787893295288086,1.748816728591919,45.58832550048828,11.718316078186035,37.68008041381836,35.43815612792969,18.043825149536133,22.26787567138672,6.493953227996826,14.054816246032715,40.611019134521484
2006-07,4.446175575256348,46.28129196166992,24.36225128173828,22.251455307006836,13.73941707611084,40.52976989746094,31.25709342956543,361.9750671386719,23.324085235595703,30.429279327392578,2.0752508640289307,45.938472747802734,12.97652816772461,39.33392333984375,39.1292724609375,19.633760452270508,23.48548698425293,7.095043182373047,14.368104934692383,39.30666732788086
2006-08,5.579382419586182,43.329551696777344,24.329431533813477,22.57211685180664,13.835129737854004,41.74475860595703,31.530517578125,373.5241394042969,22.582746505737305,30.455951690673828,2.0718908309936523,48.24275207519531,13.887825012207031,40.89670944213867,39.27020263671875,18.168487548828125,23.44409942626953,7.364741802215576,14.945892333984375,39.32200622558594
2006-09,5.39273738861084,42.970367431640625,25.363327026367188,24.596689224243164,13.89116096496582,41.92487335205078,34.77383041381836,375.9461975097656,23.512048721313477,31.32308578491211,2.3506884574890137,48.82068634033203,14.29095458984375,41.07380676269531,38.93940734863281,16.732412338256836,23.44409942626953,7.703057765960693,15.77431869506836,32.864501953125
2006-10,5.519390106201172,39.81928634643555,25.814626693725586,26.35718536376953,14.525391578674316,40.75565719604492,34.74562072753906,379.65496826171875,23.583532333374023,31.87017250061035,2.4758872985839844,55.01115798950195,13.429264068603516,42.629737854003906,41.446388244628906,18.799489974975586,24.53511619567871,8.213552474975586,15.889251708984375,34.80175018310547
2006-11,5.419400691986084,40.685081481933594,27.119308471679688,27.032733917236328,14.656937599182129,39.81129837036133,32.50353240966797,379.0487060546875,23.079246520996094,31.09089469909668,2.798961639404297,54.94462203979492,13.975451469421387,41.92277526855469,44.76757049560547,20.62822723388672,24.76396369934082,8.132011413574219,15.575611114501953,36.062530517578125
2006-12,5.006112098693848,40.225955963134766,28.37505531311035,28.55280303955078,15.101361274719238,40.372650146484375,32.68020248413086,425.75146484375,23.288818359375,32.447933197021484,2.5907046794891357,58.07078552246094,13.167126655578613,41.992733001708984,44.66264724731445,20.217330932617188,24.68692398071289,8.573265075683594,16.600900650024414,34.78306579589844
2007-01,5.419400691986084,42.23458480834961,29.1202392578125,28.5656681060791,14.985568046569824,42.108890533447266,33.74876403808594,421.39459228515625,23.709518432617188,34.45732498168945,2.6178817749023438,59.26627731323242,13.339972496032715,42.48886489868164,43.18807601928711,19.74522590637207,24.79476547241211,9.150764465332031,17.359586715698242,34.74455642700195
2007-02,5.272749900817871,42.47189712524414,28.358491897583008,28.14056968688965,14.609984397888184,40.759918212890625,34.18754196166992,388.8193054199219,22.904233932495117,33.41542053222656,2.5836806297302246,55.721710205078125,12.827900886535645,40.260372161865234,41.95552444458008,19.915559768676758,25.247507095336914,8.94892692565918,16.854839324951172,34.74455642700195
2007-03,5.25941801071167,44.18581008911133,28.507532119750977,29.016538619995117,15.130406379699707,41.220035552978516,33.38414764404297,396.3069763183594,22.72601890563965,32.732086181640625,2.8371329307556152,56.51311111450195,12.982080459594727,38.552207946777344,44.16218185424805,21.695932388305664,26.536394119262695,9.588483810424805,17.089191436767578,32.4238395690918
2007-04,5.3594069480896,48.07863998413086,28.962926864624023,31.096952438354492,16.451169967651367,42.860801696777344,34.0738639831543,413.9068603515625,23.6897029876709,35.49909591674805,3.04752779006958,61.27949142456055,13.598809242248535,41.08567428588867,46.46247482299805,22.293045043945312,26.640321731567383,9.530004501342773,17.39162826538086,32.19989013671875
2007-05,5.559384822845459,52.02447509765625,29.343799591064453,32.559078216552734,16.70334243774414,44.313480377197266,34.003414154052734,424.8476867675781,24.008249282836914,35.31513595581055,3.7007007598876953,64.16027069091797,14.279568672180176,40.74287796020508,48.89100646972656,27.301759719848633,25.66427230834961,10.174854278564453,19.82863426208496,31.412267684936523
2007-06,6.279304504394531,51.83909225463867,28.65424919128418,32.6943359375,16.599349975585938,42.29115295410156,34.36775207519531,399.8978271484375,23.39623260498047,33.01211166381836,3.726656913757324,63.34773635864258,13.282238960266113,39.68034744262695,49.308372497558594,26.4439697265625,23.719215393066406,10.214241981506348,18.753618240356445,30.234317779541016
2007-07,5.672706127166748,52.38824462890625,27.69742774963379,30.83289337158203,16.535892486572266,42.79330062866211,32.824737548828125,363.0970153808594,22.46490478515625,30.220500946044922,4.023469924926758,66.59788513183594,12.212177276611328,38.95912170410156,50.043174743652344,24.344684600830078,22.962221145629883,9.750188827514648,19.603235244750977,32.316497802734375
2007-08,5.206090927124023,50.37381362915039,28.201017379760742,31.721742630004883,17.06582260131836,44.36494445800781,31.324687957763672,369.7760314941406,24.5255184173584,30.57071304321289,4.228673458099365,70.4815673828125,13.058563232421875,40.0574951171875,50.59735107421875,23.87351417541504,24.449260711669922,9.926966667175293,19.26287269592285,32.711273193359375
2007-09,5.659372806549072,52.14225769042969,28.864076614379883,35.08393859863281,18.34884262084961,48.038204193115234,31.339033126831055,368.11968994140625,23.908010482788086,31.463380813598633,4.686415672302246,71.15200805664062,12.843019485473633,42.5922737121582,54.628387451171875,25.260114669799805,24.64085578918457,10.534485816955566,20.36675453186035,34.70528793334961
2007-10,5.912677764892578,49.83522415161133,29.065507888793945,38.48476791381836,19.71854019165039,48.33983612060547,32.459083557128906,330.4952087402344,22.827390670776367,32.53582000732422,5.800379276275635,70.13728332519531,12.937652587890625,42.2486686706543,54.29198455810547,26.19485855102539,25.061290740966797,10.52280044555664,21.39260482788086,39.49249267578125
2007-11,5.006112098693848,48.025089263916016,27.82332420349121,38.65067672729492,19.934717178344727,50.60863494873047,34.3903923034668,266.0902404785156,21.973628997802734,31.58050537109375,5.564332962036133,63.754798889160156,12.64402961730957,44.18789291381836,52.826290130615234,24.86772346496582,26.106292724609375,9.621349334716797,20.06456184387207,38.55366516113281
2007-12,4.486171245574951,48.465938568115234,27.385791778564453,38.94154357910156,19.700374603271484,50.013999938964844,34.278560638427734,235.24610900878906,20.455873489379883,30.21678352355957,6.048641204833984,65.52476501464844,12.09591293334961,43.509483337402344,55.51023864746094,27.07423210144043,26.321819305419922,10.464887619018555,20.28745460510254,37.9628791809082
2008-01,4.426177501678467,47.68437194824219,25.31574058532715,35.41823196411133,18.93958282470703,44.841278076171875,36.5936164855957,227.71160888671875,23.09162139892578,33.10088348388672,4.133401870727539,64.92466735839844,12.431161880493164,41.18724822998047,50.77625274658203,20.939605712890625,23.476795196533203,9.81734848022461,18.21136474609375,42.176658630371094
2008-02,4.352851867675781,48.58445739746094,27.49608039855957,36.012657165527344,18.7662353515625,45.83626174926758,35.76423263549805,191.65927124023438,20.00896644592285,28.38715934753418,3.817655563354492,69.2800521850586,12.024019241333008,40.68559646606445,51.774940490722656,23.761241912841797,22.333993911743164,8.883822441101074,17.034160614013672,39.7821044921875
2008-03,3.8129119873046875,52.58782196044922,26.62224769592285,37.11745834350586,19.66552734375,47.83198928833008,38.17353057861328,173.1481170654297,19.919984817504883,29.99329948425293,4.3819684982299805,70.05888366699219,11.295454978942871,42.59645080566406,50.328983306884766,20.382102966308594,21.68402099609375,9.768887519836426,17.095129013061523,35.28877258300781
2008-04,5.506057262420654,55.250953674316406,27.513046264648438,39.6531867980957,19.01937484741211,45.4006233215332,42.014068603515625,204.2694854736328,20.36493492126465,33.54670333862305,5.311800003051758,73.44195556640625,10.852916717529297,44.05418014526367,55.38091278076172,20.368694305419922,22.721790313720703,10.009349822998047,18.342041015625,34.43966293334961
2008-05,4.532832622528076,55.763797760009766,28.50565528869629,39.480140686035156,18.49922752380371,45.24826431274414,42.01668167114258,179.21676635742188,19.061614990234375,30.272985458374023,5.763737201690674,79.07575988769531,10.614498138427734,44.133209228515625,53.0522346496582,23.0706787109375,22.876956939697266,10.317054748535156,18.337268829345703,37.025943756103516
2008-06,3.2063121795654297,49.812217712402344,26.469539642333984,37.66053009033203,16.90413475036621,42.39665603637695,40.896034240722656,137.21669006347656,16.420509338378906,24.155029296875,5.113008499145508,72.41638946533203,9.57827091217041,42.54616165161133,52.67567825317383,23.28616714477539,21.652790069580078,8.711319923400879,16.873910903930664,40.719383239746094
2008-07,3.199646472930908,47.191707611083984,25.748414993286133,40.0519905090332,16.748029708862305,44.37679672241211,42.657039642333984,155.66612243652344,20.928361892700195,28.9248104095459,4.853753566741943,78.18988800048828,10.236191749572754,45.2772102355957,48.0733757019043,22.208728790283203,21.990680694580078,8.097857475280762,16.42498779296875,37.44058609008789
2008-08,2.9730050563812256,48.013065338134766,27.445175170898438,41.78483200073242,16.933399200439453,45.65690612792969,43.15787124633789,158.16476440429688,21.156429290771484,27.40133285522461,5.176828384399414,74.66110229492188,10.650350570678711,46.87580871582031,48.06657409667969,20.34227752685547,22.97931480407715,8.408001899719238,16.946115493774414,35.20790100097656
2008-09,3.4662840366363525,40.457794189453125,26.036865234375,41.58262634277344,17.31911849975586,47.80957794189453,43.75698471069336,170.82464599609375,26.23061752319336,33.24609375,3.470762014389038,71.73553466796875,10.276945114135742,46.110416412353516,46.654788970947266,17.995262145996094,24.136703491210938,7.3382697105407715,15.484077453613281,30.32912826538086
2008-10,1.4598392248153687,26.19255828857422,21.981597900390625,39.04185485839844,14.430418968200684,38.243648529052734,40.776031494140625,115.11540985107422,23.798362731933594,29.5927791595459,3.2854063510894775,57.0216178894043,9.870098114013672,40.8258171081543,44.52811813354492,13.13424301147461,24.338970184326172,7.183821678161621,14.54802417755127,20.61065673828125
2008-11,1.7931355237960815,28.10556983947754,19.10557746887207,39.94607162475586,15.481266975402832,38.03569412231445,40.82716751098633,69.91259002685547,20.389362335205078,22.712905883789062,2.829803943634033,50.32780838012695,9.318710327148438,39.31288146972656,48.42756271362305,11.923521041870117,23.01154327392578,7.664172172546387,16.009193420410156,26.33062744140625
