Date,Open,High,Low,Close,Adj Close,Volume
2013-12-02,181.089996,181.429993,180.250000,180.529999,154.127853,99726000
2013-12-03,179.940002,180.389999,179.169998,179.750000,153.461899,116563000
2013-12-04,179.100006,180.479996,178.350006,179.729996,153.444824,123033000
2013-12-05,179.410004,179.740005,178.770004,178.940002,152.770370,106934000
2013-12-06,180.669998,181.110001,180.149994,180.940002,154.477905,127728000
2013-12-09,181.470001,181.669998,181.160004,181.399994,154.870605,70124000
2013-12-10,180.979996,181.360001,180.639999,180.750000,154.315689,80976000
2013-12-11,180.820007,180.850006,178.500000,178.720001,152.582581,130591000
2013-12-12,178.639999,178.860001,177.759995,178.130005,152.078812,115565000
2013-12-13,178.500000,178.660004,177.770004,178.110001,152.061722,107808000
2013-12-16,178.949997,179.809998,178.899994,179.220001,153.009430,96195000
2013-12-17,179.380005,179.410004,178.250000,178.649994,152.522842,89886000
2013-12-18,178.919998,181.729996,177.320007,181.699997,155.126709,234906000
2013-12-19,181.179993,181.699997,180.710007,181.490005,154.947418,136531200
2013-12-20,180.690002,181.990005,180.570007,181.559998,155.848785,197087000
2013-12-23,182.449997,182.639999,182.070007,182.529999,156.681396,85598000
2013-12-24,182.539993,183.009995,182.529999,182.929993,157.024750,45368800
2013-12-26,183.339996,183.960007,183.320007,183.860001,157.823044,63365000
2013-12-27,184.100006,184.179993,183.660004,183.850006,157.814468,61814000
2013-12-30,183.869995,184.020004,183.580002,183.820007,157.788742,56857000
2013-12-31,184.070007,184.690002,183.929993,184.690002,158.535507,86119900
2014-01-02,183.979996,184.070007,182.479996,182.919998,157.016174,119636900
2014-01-03,183.229996,183.600006,182.630005,182.889999,156.990402,81390600
2014-01-06,183.490005,183.559998,182.080002,182.360001,156.535477,108028200
2014-01-07,183.089996,183.789993,182.949997,183.479996,157.496872,86144200
2014-01-08,183.449997,183.830002,182.889999,183.520004,157.531189,96582300
2014-01-09,184.110001,184.130005,182.800003,183.639999,157.634186,90683400
2014-01-10,183.949997,184.220001,183.009995,184.139999,158.063416,102026400
2014-01-13,183.669998,184.179993,181.339996,181.690002,155.960373,149892000
2014-01-14,182.289993,183.770004,181.949997,183.669998,157.659973,105016100
2014-01-15,184.100006,184.940002,183.710007,184.660004,158.509781,98525800
2014-01-16,184.279999,184.660004,183.830002,184.419998,158.303757,72290600
2014-01-17,184.100006,184.449997,183.320007,183.639999,157.634186,107848700
2014-01-21,184.699997,184.770004,183.050003,184.179993,158.097717,88621200
2014-01-22,184.490005,184.570007,183.910004,184.300003,158.200745,61270900
2014-01-23,183.369995,183.399994,181.820007,182.789993,156.904556,132496900
2014-01-24,181.600006,181.660004,178.830002,178.889999,153.556854,208677100
2014-01-27,179.059998,179.520004,177.119995,178.009995,152.801422,180843100
2014-01-28,178.139999,179.300003,178.119995,179.070007,153.711365,110463200
2014-01-29,177.580002,178.550003,176.880005,177.350006,152.234985,216597300
2014-01-30,178.830002,179.809998,178.259995,179.229996,153.848694,118938100
2014-01-31,177.009995,179.289993,176.919998,178.179993,152.947403,194677900
2014-02-03,177.970001,178.369995,173.830002,174.169998,149.505295,254837100
2014-02-04,174.949997,175.839996,174.110001,175.389999,150.552505,165012400
2014-02-05,174.779999,175.559998,173.710007,175.169998,150.363663,164230500
2014-02-06,175.580002,177.479996,175.220001,177.479996,152.346527,132877600
2014-02-07,178.309998,179.869995,177.729996,179.679993,154.235031,170787200
2014-02-10,179.699997,180.070007,179.210007,180.009995,154.518234,92218800
2014-02-11,180.160004,182.440002,180.039993,181.979996,156.209274,117814100
2014-02-12,182.250000,182.830002,181.710007,182.070007,156.286499,94717700
