Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,184.070007,184.690002,183.929993,184.690002,158.535507,86119900
2014-01-31,177.009995,179.289993,176.919998,178.179993,152.947403,194677900
2014-02-28,185.789993,187.149994,185.050003,186.289993,159.90892,150842000
2014-03-31,186.669998,187.300003,185.520004,187.009995,161.235458,99745000
2014-04-30,187.440002,188.5,187.179993,188.309998,162.356277,101508000
2014-05-30,192.190002,192.800003,192.029999,192.679993,166.124008,76316000
2014-06-30,195.699997,196.169998,195.529999,195.720001,169.553619,70201200
2014-07-31,195.610001,195.779999,192.970001,193.089996,167.275208,183479000
2014-08-29,200.449997,200.729996,199.820007,200.710007,173.87645,65907000
2014-09-30,197.690002,198.300003,196.610001,197.020004,171.477631,131302000
2014-10-31,201.779999,201.820007,200.770004,201.660004,175.516068,146903000
2014-11-28,207.490005,207.869995,206.910004,207.199997,180.337799,57890100
2014-12-31,207.990005,208.190002,205.389999,205.539993,179.880432,130333800
2015-01-30,200.570007,202.169998,199.130005,199.449997,174.550659,197729700
2015-02-27,211.259995,211.580002,210.600006,210.660004,184.361252,108076000
2015-03-31,207.259995,208.100006,206.360001,206.429993,181.465683,126768700
2015-04-30,209.880005,210.350006,207.619995,208.460007,183.250229,161304900
2015-05-29,212.380005,212.429993,210.820007,211.139999,185.606125,124919600
2015-06-30,207.259995,207.320007,205.279999,205.850006,181.836075,182925100
2015-07-31,211.419998,211.449997,210.160004,210.5,185.943634,103266900
2015-08-31,198.110001,199.130005,197.009995,197.669998,174.610321,163298800
2015-09-30,190.369995,191.830002,189.440002,191.630005,170.154968,163452000
2015-10-30,209.059998,209.440002,207.740005,207.929993,184.628357,131076900
2015-11-30,209.75,209.889999,208.559998,208.690002,185.303131,112822700
2015-12-31,205.130005,205.889999,203.869995,203.869995,182.100662,114877900
2016-01-29,190.020004,193.880005,189.880005,193.720001,173.034439,210529300
2016-02-29,195.110001,196.229996,193.330002,193.559998,172.891525,125918100
2016-03-31,205.910004,206.410004,205.330002,205.520004,184.521286,94584100
2016-04-29,206.720001,207.130005,205.029999,206.330002,185.24852,142424100
2016-05-31,210.559998,210.690002,209.179993,209.839996,188.399857,109879400
2016-06-30,207.210007,209.539993,206.559998,209.479996,189.054749,165021900
2016-07-29,216.460007,217.539993,216.130005,217.119995,195.949768,79519400
2016-08-31,217.610001,217.75,216.470001,217.380005,196.184464,85269500
2016-09-30,215.649994,217.119995,215.360001,216.300003,196.195847,117202900
2016-10-31,212.929993,213.190002,212.360001,212.550003,192.794357,61272500
2016-11-30,221.630005,221.820007,220.309998,220.380005,199.896652,113291800
2016-12-30,224.729996,224.830002,222.729996,223.529999,203.948898,108998300
2017-01-31,226.979996,227.600006,226.320007,227.529999,207.59848,75880800
2017-02-28,236.669998,236.949997,236.020004,236.470001,215.755341,96961900
2017-03-31,235.899994,236.509995,235.679993,235.740005,216.02507,73733100
2017-04-28,238.899994,238.929993,237.929993,238.080002,218.169342,63532800
2017-05-31,241.839996,241.880005,240.639999,241.440002,221.248337,91796000
2017-06-30,242.279999,242.710007,241.580002,241.800003,222.658752,86820700
2017-07-31,247.369995,247.479996,246.529999,246.770004,227.235352,65838700
2017-08-31,246.720001,247.770004,246.050003,247.490005,227.898361,103803900
2017-09-29,250.339996,251.320007,250.130005,251.229996,232.490372,85578000
2017-10-31,257.179993,257.440002,256.809998,257.149994,237.968826,60304800
2017-11-30,263.76001,266.049988,263.670013,265.01001,245.242569,127894400
2017-12-29,268.529999,268.549988,266.640015,266.859985,248.216766,96007400
2018-01-31,282.730011,283.299988,280.679993,281.899994,262.206055,108364800
2018-02-28,275.679993,276.190002,271.290009,271.649994,252.672165,121907800
2018-04-30,267.26001,267.890015,264.429993,264.51001,247.016388,82182300
2018-05-31,272.149994,272.48999,270.26001,270.940002,253.021133,93519900
2018-06-29,272.119995,273.660004,271.149994,271.279999,254.476196,97592500
2018-07-31,280.809998,282.019989,280.380005,281.329987,263.903687,68570500
2018-08-31,289.839996,290.809998,289.290009,290.309998,272.327484,66140800
2018-09-28,289.98999,291.279999,289.950012,290.720001,273.946533,70091400
2018-10-31,270.649994,273.230011,270.119995,270.630005,255.015656,128296300
2018-11-30,273.809998,276.279999,273.450012,275.649994,259.746033,98204200
2018-12-31,249.559998,250.190002,247.470001,249.919998,236.875824,144299400
2019-01-31,267.51001,270.470001,267.269989,269.929993,255.8414,104012100
2019-02-28,278.959991,279.450012,278.320007,278.679993,264.134674,69268300
2019-03-29,282.390015,282.839996,281.140015,282.480011,268.91571,82186800
2019-04-30,293.48999,294.339996,291.920013,294.019989,279.90155,81111700
2019-05-31,276.200012,277.119995,275.23999,275.269989,262.05188,86862800
2019-06-28,292.579987,293.549988,292.01001,293.0,280.28717,59350900
2019-07-31,300.98999,301.200012,295.200012,297.429993,284.524963,104245200
2019-08-30,294.220001,294.23999,291.420013,292.450012,279.761017,62901200
2019-09-30,295.970001,297.549988,295.920013,296.769989,285.20459,51662400
2019-10-31,304.130005,304.130005,301.730011,303.329987,291.508942,69053800
2019-11-29,314.859985,315.130005,314.059998,314.309998,302.061096,36592700
2019-12-31,320.529999,322.130005,320.149994,321.859985,310.837585,57077300
2020-01-31,327.0,327.170013,320.730011,321.730011,310.712036,113845600
2020-02-28,288.700012,297.890015,285.540009,296.26001,286.114288,384975800
2020-03-31,260.559998,263.329987,256.220001,257.75,250.386841,194881100
2020-04-30,291.709991,293.320007,288.589996,290.480011,282.181854,122901700
2020-05-29,302.459991,304.959991,299.470001,304.320007,295.626465,119090800
2020-06-30,303.98999,310.200012,303.820007,308.359985,300.869202,113394800
2020-07-31,325.899994,326.630005,321.329987,326.519989,318.588043,84986800
2020-08-31,350.350006,351.299988,349.059998,349.309998,340.824493,66099200
2020-09-30,333.089996,338.290009,332.880005,334.890015,328.062805,104081100
2020-10-30,328.279999,329.690002,322.600006,326.540009,319.882996,120287300
2020-11-30,362.829987,363.119995,359.170013,362.059998,354.678864,83872700
2020-12-31,371.779999,374.660004,371.230011,373.880005,367.819122,78520700
2021-01-29,375.630005,376.670013,368.269989,370.070007,364.070923,126765100
2021-02-26,384.350006,385.579987,378.230011,380.359985,374.194092,152701600
2021-03-31,395.339996,398.0,395.309998,396.329987,391.182251,112734200
2021-04-30,417.630005,418.540009,416.339996,417.299988,411.879852,85527000
2021-06-30,427.209991,428.779999,427.179993,428.059998,423.882355,64827900
2021-07-30,437.910004,440.059998,437.769989,438.51001,434.230377,68951200
2021-08-31,452.130005,452.48999,450.920013,451.559998,447.153015,59300200
2021-09-30,436.019989,436.769989,428.779999,429.140015,426.313232,140506000
2021-10-29,455.869995,459.559998,455.559998,459.25,456.224854,70162400
2021-11-30,462.0,464.029999,455.299988,455.559998,452.559204,148559600
2021-12-31,475.640015,476.859985,474.670013,474.959991,473.489044,65237400
2022-01-31,441.23999,450.279999,439.809998,449.910004,448.516632,152251400
