Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,51.950001,52.209999,51.599998,51.959999,46.62706,567400
2014-01-31,50.75,52.450001,50.700001,52.02,46.680904,790300
2014-02-28,54.0,54.860001,53.900002,54.029999,48.647186,527500
2014-03-31,56.290001,56.82,55.830002,56.599998,50.961143,543900
2014-04-30,53.02,53.400002,52.439999,53.360001,48.043941,392100
2014-05-30,50.599998,50.93,50.529999,50.68,45.793098,544000
2014-06-30,48.990002,49.34,48.869999,49.209999,44.464832,555300
2014-07-31,49.119999,49.439999,48.470001,48.470001,43.796207,949700
2014-08-29,53.209999,53.310001,52.77,53.029999,48.103947,353500
2014-09-30,53.470001,53.91,53.220001,53.529999,48.557503,457900
2014-10-31,58.459999,59.099998,56.470001,58.939999,53.464947,940200
2014-11-28,60.0,61.16,59.810001,59.91,54.537727,283400
2014-12-31,64.25,64.639999,63.400002,63.419998,57.732975,328100
2015-01-30,65.349998,65.410004,64.260002,64.470001,58.68882,514800
2015-02-27,59.75,60.32,59.380001,60.029999,54.830643,814400
2015-03-31,57.970001,58.23,57.16,57.41,52.437557,551800
2015-04-30,56.810001,57.099998,56.0,56.27,51.396294,1065700
2015-05-29,58.439999,58.720001,57.84,58.52,53.642963,333600
2015-06-30,57.450001,57.639999,56.810001,57.220001,52.451309,723800
2015-07-31,61.799999,62.75,61.130001,61.98,56.814617,525500
2015-08-31,63.689999,64.040001,63.099998,63.259998,57.987946,464700
2015-09-30,66.300003,67.220001,65.949997,67.080002,61.716412,717900
2015-10-30,67.959999,68.93,66.620003,67.040001,61.679607,920000
2015-11-30,72.400002,72.529999,71.5,72.209999,66.436226,638400
2015-12-31,65.449997,65.989998,64.839996,64.900002,59.906319,384600
2016-01-29,64.669998,66.860001,64.669998,66.620003,61.49398,732300
2016-02-29,62.900002,63.799999,62.02,62.5,57.69099,394600
2016-03-31,64.959999,65.580002,64.650002,65.330002,60.523109,334900
2016-04-29,64.360001,64.360001,61.220001,61.959999,57.401066,1146900
2016-05-31,64.160004,64.190002,62.98,63.650002,58.966728,506000
2016-06-30,65.860001,66.620003,65.459999,66.620003,61.942024,535500
2016-07-29,69.0,69.480003,68.029999,68.800003,63.968948,559300
2016-08-31,68.919998,69.239998,68.540001,68.690002,64.098656,403600
2016-09-30,65.5,65.610001,64.620003,64.849998,60.51532,1171800
2016-10-31,62.98,63.439999,62.400002,63.209999,58.98494,894900
2016-11-30,68.830002,69.449997,68.220001,68.900002,64.529106,1183200
2016-12-30,73.760002,74.099998,73.480003,73.889999,69.20253,522700
2017-01-31,78.699997,79.760002,78.25,79.620003,74.569031,1382800
2017-02-28,78.620003,78.809998,77.330002,78.050003,73.098648,20233300
2017-03-31,80.400002,81.32,79.400002,81.07,76.171036,1009100
2017-04-28,82.480003,82.720001,81.849998,82.410004,77.430046,1823800
2017-05-31,86.739998,86.889999,86.050003,86.370003,81.38559,5628400
2017-06-30,91.110001,91.800003,91.0,91.400002,86.125298,910000
2017-07-31,93.779999,94.699997,93.510002,94.529999,89.074646,808700
2017-08-31,100.639999,101.349998,100.330002,100.889999,95.32412,986700
2017-09-29,107.370003,108.260002,107.010002,107.629997,101.692284,785000
2017-10-31,111.599998,113.379997,111.449997,113.059998,106.822723,793200
2017-11-30,121.18,124.25,120.800003,123.43,116.881584,2264000
2017-12-29,125.07,125.760002,124.279999,124.589996,117.980057,673000
2018-01-31,133.570007,135.419998,133.5,134.389999,127.260094,872400
2018-02-28,110.989998,113.489998,110.580002,112.010002,106.067459,1800900
2018-03-29,112.459999,115.360001,112.089996,114.099998,108.307663,1472700
2018-04-30,106.610001,108.309998,106.610001,106.779999,101.359261,803800
2018-05-31,98.68,99.209999,97.480003,97.559998,92.860519,2187300
2018-06-29,103.910004,105.57,102.349998,104.07,99.056946,968500
2018-07-31,97.239998,97.419998,94.0,97.129997,92.451241,1436200
2018-08-31,100.639999,101.139999,100.150002,100.800003,96.240501,709800
2018-09-28,96.970001,97.980003,95.57,95.959999,91.619446,918400
2018-10-31,112.489998,114.599998,111.300003,112.849998,107.745453,1069600
2018-11-30,106.07,108.029999,106.07,107.620003,103.052734,895400
2018-12-31,95.980003,97.830002,95.550003,97.830002,93.678215,502100
2019-01-31,93.559998,93.559998,91.620003,93.269997,89.311722,859100
2019-02-28,93.699997,96.160004,93.699997,95.910004,92.143089,1086300
